GDPC1,GDPCTPI
0.0023352894312518857,0.0022340936005710837
0.002878697531921992,-0.0010998990614486412
-0.005826311674502926,-6213789324266601e-20
-0.00169161398315415,-0.0008861566568987863
-0.002737123190997559,0.0008405660498397842
0.00601055291560032,-0.0007623290145846747
0.0021564838565675815,-0.0003662760779222248
0.005960557045633641,0.0005460945110102293
-0.0016707793853027453,0.00024117919379723445
0.003891214763430517,966709111318002e-19
-0.003957631500527137,-0.000797492046295036
-0.004519947930050117,-0.0004390150706517511
0.0009718814641362372,0.00023007859313811478
-0.0007316545423109999,-0.0001309999501988864
-3735378812924628e-20,-0.0005266747428305814
0.009042000741520673,0.0007618220048281591
0.001431007891825209,-0.0006467791101230654
0.002831363177450419,0.00023998069083902378
-0.0010640199400197559,0.0004920703208265968
0.008984498389099704,-0.002033103828352369
0.0049319804274086665,0.0006067906372126379
0.0010525814587430404,-0.0025713757438226587
0.0024462663136271545,0.001571735856596033
0.0017165629537219673,0.0012544686383521555
0.0049489615664848885,-0.0011906800325721131
0.008530723239604632,0.0005471496066859464
0.0019212938156814574,0.0010930941117918683
0.00016324180874344174,-0.0006720706674079887
0.005512713578883555,0.0013928708880068233
0.00935412156148191,0.0017074351766203624
-0.0038878414326619093,-0.0010090466789754468
0.010647092375838219,0.00023459338702441583
-0.006164253380565421,-0.000811095378662254
-0.00128933866377684,0.0010836177431030028
-0.01035476577819322,0.00026054143142467494
-0.0016703762513036735,-0.003525011278259273
-0.011657932839171659,0.0002765757715603149
-0.004778904028950259,-0.0007072633768008836
0.001208209720675646,0.00134172894834411
-0.0014598616539158171,0.00016790871250610222
-0.0030630548326557316,0.001452454606324314
-0.005951886071952239,-0.0008006027645451349
-0.0019665793852032265,-0.002027931570108445
0.0010668915101926246,0.0025323249398600516
0.009340595350342318,41784540209808634e-21
0.003917341176833011,0.001987167349677575
-0.002175635872599224,0.0006769333635642786
9295714222995466e-20,-0.001794458768133391
0.0019099626641035372,0.0012187821179067673
0.002467990909889528,-7086343801027313e-20
0.003509900203330807,-0.000587229417286674
-0.0028939213280815834,0.0023103217822126303
0.0013749339938753935,-0.0014770004168672155
-0.0012041376726558695,-0.0010054265276420746
0.005716249857369127,0.0014104539099954441
-0.005164644305735544,-0.001008915655180966
-0.005953781583490192,-0.003582119119415696
0.000983658161930967,0.006444659807083473
-0.005146752604200111,-0.004114742568744946
-0.001786537905416219,-0.0019459744613901672
-0.002080905852898718,0.0003887933182943874
-0.0014388951067365041,-9758313009406068e-20
-0.01326249116539463,-0.0005967577776416229
-0.0023483312426212932,0.0037085178747202057
-0.012927177469284012,-0.005084311087167949
-0.029374564379779977,-0.0019023974279719932
-0.018789363558867345,-0.0017615761954108986
-0.0089398503109121,0.0016628172448995263
-0.003864416959918182,0.0031514838495529367
0.0034250415972137405,-0.00143943409153763
-0.0036585016104870305,0.0020589247139885507
0.0016791205497784234,-0.0008834883335551732
-0.00015384363208154062,0.0019504285266866408
-0.0024924431198635744,-0.0004023708297940539
-0.009906222934929099,0.002045795752814326
-0.00037462006649574553,-0.0016356106976547788
-0.007776740384326908,-0.003957390547787045
0.004027252482978361,0.004537697142164175
0.00030051767989031086,-0.0020844091372754243
-0.003206127269726744,0.002016830770817433
-0.00615034280802268,-0.0018449395248175146
-0.006360830576217447,-0.0003669513455560343
0.0013188447589103647,-0.0008852607604049064
-0.006265711133429386,0.002393168160567503
0.0003047088694741462,7486841876208443e-20
0.00045188268471202386,-0.0015668091441097284
-0.01032997069460867,0.0016148181046761725
0.005947094040046841,-0.0010817394502241082
0.004636474742265639,-0.0038977698294007674
-0.001886755463279266,-0.0007238648547407985
0.00031864843114265406,0.005908327602874129
-0.00011266468681453423,-0.002861904247771387
-0.0041978034561393485,-0.0030552778247934804
-0.007173713069479726,-0.0005937996892256288
-0.002477626126288379,0.007103842657434077
-0.0028064756375813515,-0.0030317707074172823
-0.0020906545587999203,0.0017319362041462985
-0.002484352212292984,-0.0005909220548495094
-0.001847070771613113,-0.0013648630920653512
-0.002169175191352346,0.0026088022733163335
0.0003779558307047126,0.0003664901573620631
0.0012116537561040475,-0.0005732838869854669
-0.001199235009429367,0.0021528192896675385
0.001134863525588392,-0.002887491462734206
-0.0002884945626470681,-0.0010174715856979286
-0.00478926232823168,-0.001417919150972504
0.0001240249683443495,0.0032133072740056483
